datetime,BTC,ETH,ADA,BNB
2019-04-13,5080.66,164.11,0.08351,18.73
2019-04-14,5165.59,168.19,0.08453,19.5
2019-04-15,5037.27,160.29,0.08251,19.3
2019-04-16,5212.81,166.65,0.08341,19.77
2019-04-17,5236.26,166.83,0.08283,19.6
2019-04-18,5289.75,174.19,0.08164,22.02
2019-04-19,5295.53,173.91,0.07925,24.5
2019-04-20,5326.18,173.95,0.07619,25.03
2019-04-21,5305.74,170.1,0.07401,24.24
2019-04-22,5394.67,171.77,0.07802,23.96
2019-04-23,5539.1,170.6,0.07413,22.72
2019-04-24,5454.58,166.04,0.0724,23.19
2019-04-25,5162.67,152.97,0.06842999999999999,22.21
2019-04-26,5234.09,155.61,0.06803,22.73
2019-04-27,5229.48,157.09,0.06947,22.17
2019-04-28,5272.45,156.75,0.06738999999999999,22.85
2019-04-29,5237.96,155.1,0.06362000000000001,21.67
2019-04-30,5350.64,162.66,0.06953,22.17
2019-05-01,5389.54,160.45,0.06811,21.89
2019-05-02,5500.72,162.05,0.06738999999999999,23.64
2019-05-03,5753.38,167.42,0.06882,23.63
2019-05-04,5840.08,163.87,0.06626,22.92
2019-05-05,5794.14,163.45,0.06556000000000001,23.05
2019-05-06,5748.17,173.08,0.06611,22.21
2019-05-07,5819.57,168.36,0.06312999999999999,20.58
2019-05-08,5998.71,171.26,0.06395,20.68
2019-05-09,6171.96,170.41,0.061320000000000006,18.79
2019-05-10,6358.29,172.44,0.06302,19.58
2019-05-11,7191.36,192.73,0.07584,21.09
2019-05-12,6977.63,188.19,0.0704,20.97
2019-05-13,7806.36,196.02,0.07275,23.58
2019-05-14,7980.13,217.3,0.08481,23.7
2019-05-15,8183.83,248.62,0.09408,26.83
2019-05-16,7874.11,264.57,0.08765,26.33
2019-05-17,7371.96,244.75,0.08325,25.85
2019-05-18,7266.08,234.04,0.07835,28.88
2019-05-19,8193.14,260.71,0.08693,29.32
2019-05-20,7998.29,252.43,0.0846,29.47
2019-05-21,7947.93,254.73,0.08453,32.57
2019-05-22,7626.89,243.6,0.07737000000000001,30.93
2019-05-23,7876.5,245.51,0.08068,31.54
2019-05-24,7996.4,249.65,0.08098,34.3
2019-05-25,8059.13,251.61,0.07998,35.3
2019-05-26,8726.23,267.98,0.0861,33.59
2019-05-27,8785.17,271.9,0.09103,33.66
2019-05-28,8718.85,271.16,0.09291,33.57
2019-05-29,8664.56,269.38,0.09076000000000001,33.88
2019-05-30,8276.25,254.66,0.08402000000000001,31.66
2019-05-31,8550.67,267.81,0.08911000000000001,32.89
2019-06-01,8555.87,264.63,0.09009,33.35
2019-06-02,8737.91,269.3,0.0964,33.25
2019-06-03,8114.49,249.85,0.08772,30.78
2019-06-04,7677.47,241.0,0.08223,29.2
2019-06-05,7791.29,246.2,0.08281000000000001,30.95
2019-06-06,7807.36,249.45,0.08297,31.25
2019-06-07,8002.63,249.68,0.08542000000000001,31.46
2019-06-08,7933.78,244.52,0.08385,31.88
2019-06-09,7643.44,231.44,0.0791,30.21
2019-06-10,8021.0,247.93,0.08552,32.17
2019-06-11,7917.32,245.28,0.08806,32.07
2019-06-12,8174.14,262.96,0.09646,35.04
2019-06-13,8235.57,255.22,0.08946,35.19
2019-06-14,8693.96,263.77,0.09047000000000001,32.55
2019-06-15,8853.56,269.06,0.09143,32.86
2019-06-16,8979.18,268.48,0.09208,32.25
2019-06-17,9336.01,274.01,0.09337000000000001,33.95
2019-06-18,9081.71,264.55,0.08875,34.43
2019-06-19,9280.54,268.95,0.08972000000000001,35.28
2019-06-20,9536.85,271.9,0.08742,36.95
2019-06-21,10218.87,295.94,0.08965,38.88
2019-06-22,10689.54,309.57,0.09381,37.8
2019-06-23,10855.99,307.22,0.0959,37.08
2019-06-24,11035.74,311.1,0.09756000000000001,37.46
2019-06-25,11740.34,316.17,0.09576,35.83
2019-06-26,12913.28,334.45,0.09607,35.52
2019-06-27,11154.09,293.91,0.08498,33.9
2019-06-28,12355.06,309.62,0.08854,34.46
2019-06-29,11884.1,317.78,0.08947000000000001,35.45
2019-06-30,10769.05,290.55,0.08199,31.97
2019-07-01,10591.87,294.14,0.0831,33.15
2019-07-02,10844.13,291.6,0.08054,31.99
2019-07-03,11981.61,302.18,0.0827,32.63
2019-07-04,11156.52,282.93,0.07749,33.02
2019-07-05,10993.25,288.02,0.0765,32.66
2019-07-06,11248.94,287.97,0.07729,32.54
2019-07-07,11474.28,306.48,0.08014,33.14
2019-07-08,12296.16,313.18,0.08023,33.47
2019-07-09,12567.02,308.14,0.07814,32.52
2019-07-10,12099.12,288.81,0.07157999999999999,31.24
2019-07-11,11343.12,268.49,0.0649,29.42
2019-07-12,11797.37,275.47,0.06959,32.01
2019-07-13,11363.97,268.99,0.06667000000000001,31.48
2019-07-14,10204.41,226.64,0.059179999999999996,28.62
2019-07-15,10850.26,228.18,0.05922,28.56
2019-07-16,9423.44,198.65,0.051870000000000006,25.02
2019-07-17,9696.15,211.38,0.055139999999999995,27.69
2019-07-18,10638.35,225.85,0.058710000000000005,28.97
2019-07-19,10532.94,221.3,0.05996,29.09
2019-07-20,10759.42,228.75,0.06282,31.17
2019-07-21,10586.71,225.39,0.06113,30.43
2019-07-22,10325.87,217.15,0.05959,30.82
2019-07-23,9854.15,211.86,0.0558,29.42
2019-07-24,9772.14,216.55,0.05885,28.89
2019-07-25,9882.43,219.09,0.05889,28.91
2019-07-26,9847.45,219.3,0.06283,28.98
2019-07-27,9478.32,207.2,0.059829999999999994,27.69
2019-07-28,9531.77,211.13,0.05955,27.73
2019-07-29,9506.93,210.86,0.060329999999999995,26.97
2019-07-30,9595.52,210.14,0.06047999999999999,27.0
2019-07-31,10089.25,218.63,0.06009,27.77
2019-08-01,10409.79,217.56,0.05881,28.84
2019-08-02,10528.99,217.74,0.057620000000000005,28.11
2019-08-03,10820.41,222.14,0.0577,27.74
2019-08-04,10978.91,222.76,0.05633,27.49
2019-08-05,11807.96,233.33,0.056420000000000005,27.95
2019-08-06,11467.1,226.02,0.05345,27.6
2019-08-07,11974.28,226.07,0.05194,29.66
2019-08-08,11982.8,221.08,0.05214,31.17
2019-08-09,11865.21,210.37,0.04765,29.78
2019-08-10,11293.59,206.0,0.05189,29.61
2019-08-11,11549.06,216.2,0.055060000000000005,30.25
2019-08-12,11387.41,211.35,0.053020000000000005,30.18
2019-08-13,10872.0,208.74,0.0526,29.38
2019-08-14,10031.89,186.49,0.04704,26.85
2019-08-15,10308.51,188.13,0.04749,28.11
2019-08-16,10360.43,185.35,0.04675,27.56
2019-08-17,10220.75,185.61,0.047619999999999996,27.47
2019-08-18,10326.25,194.75,0.0507,27.94
2019-08-19,10922.16,202.39,0.05022,28.83
2019-08-20,10770.76,196.78,0.049260000000000005,28.08
2019-08-21,10131.67,187.23,0.04727,26.92
2019-08-22,10104.11,190.46,0.04944,26.96
2019-08-23,10410.49,194.47,0.05001,27.02
2019-08-24,10150.07,191.02,0.0503,26.35
2019-08-25,10141.75,186.61,0.04979,26.1
2019-08-26,10364.91,188.43,0.0498,26.09
2019-08-27,10175.47,187.13,0.05003,25.59
2019-08-28,9722.83,172.97,0.04603,23.36
2019-08-29,9492.81,168.97,0.04476,21.78
2019-08-30,9587.25,168.54,0.045219999999999996,22.16
2019-08-31,9624.54,172.18,0.04531,21.15
2019-09-01,9768.36,171.34,0.04498,21.52
2019-09-02,10387.5,178.77,0.04565,22.82
2019-09-03,10625.1,179.03,0.04693,22.4
2019-09-04,10585.2,174.97,0.04555,21.72
2019-09-05,10556.16,173.65,0.0445,22.61
2019-09-06,10309.91,169.08,0.044489999999999995,22.03
2019-09-07,10491.96,178.15,0.046360000000000005,22.49
2019-09-08,10420.88,181.74,0.04677,22.46
2019-09-09,10314.88,180.72,0.04699,22.15
2019-09-10,10109.46,179.95,0.04671,21.79
2019-09-11,10165.01,178.29,0.044969999999999996,20.74
2019-09-12,10428.96,181.05,0.04564,20.84
2019-09-13,10372.29,181.52,0.04608,20.84
2019-09-14,10365.56,188.65,0.04657,21.01
2019-09-15,10313.02,189.24,0.04702,20.33
2019-09-16,10271.79,197.63,0.04724,20.28
2019-09-17,10198.62,207.85,0.04898,21.01
2019-09-18,10163.38,210.38,0.053,22.19
2019-09-19,10281.03,221.04,0.052489999999999995,21.61
2019-09-20,10176.38,218.18,0.052539999999999996,21.29
2019-09-21,9988.38,215.25,0.052020000000000004,20.97
2019-09-22,10036.98,211.28,0.049089999999999995,20.39
2019-09-23,9694.6,200.97,0.04623,19.3
2019-09-24,8542.54,166.66,0.0376,15.9
2019-09-25,8446.97,170.38,0.039169999999999996,16.07
2019-09-26,8074.99,166.1,0.03792,15.24
2019-09-27,8201.36,174.28,0.03943,15.7
2019-09-28,8223.65,173.93,0.03888,15.76
2019-09-29,8065.26,169.69,0.038560000000000004,15.24
2019-09-30,8314.62,181.34,0.039330000000000004,15.88
2019-10-01,8326.64,176.44,0.03896,15.87
2019-10-02,8391.52,181.09,0.039689999999999996,15.92
2019-10-03,8246.3,175.15,0.0385,15.68
2019-10-04,8168.05,176.1,0.039939999999999996,15.67
2019-10-05,8172.48,177.1,0.04047,15.76
2019-10-06,7868.31,170.35,0.03915,15.08
2019-10-07,8215.11,180.4,0.0417,16.06
2019-10-08,8191.87,181.04,0.0414,16.03
2019-10-09,8593.16,193.43,0.04274,17.79
2019-10-10,8596.57,191.96,0.04174,17.61
2019-10-11,8278.05,180.88,0.04025,16.6
2019-10-12,8316.66,180.06,0.04102,17.43
2019-10-13,8296.34,181.52,0.041530000000000004,18.29
2019-10-14,8363.94,187.1,0.04195,18.49
2019-10-15,8173.48,180.72,0.03978,18.59
2019-10-16,8014.39,174.95,0.03866,17.79
2019-10-17,8082.46,177.41,0.039689999999999996,18.55
2019-10-18,7972.62,173.4,0.03825,18.27
2019-10-19,7973.63,172.31,0.04017,18.27
2019-10-20,8247.25,175.83,0.04049,18.55
2019-10-21,8223.25,174.33,0.03975,18.3
2019-10-22,8034.5,171.38,0.03897,18.23
2019-10-23,7479.54,162.53,0.03652,16.72
2019-10-24,7444.2,161.02,0.037739999999999996,17.0
2019-10-25,8671.1,181.66,0.041319999999999996,18.64
2019-10-26,9258.98,179.9,0.040760000000000005,19.0
2019-10-27,9550.6,184.23,0.04224,19.34
2019-10-28,9222.23,182.14,0.042339999999999996,19.96
2019-10-29,9432.86,191.02,0.04333,20.79
2019-10-30,9169.86,183.31,0.041819999999999996,20.08
2019-10-31,9157.52,182.51,0.041460000000000004,19.94
2019-11-01,9260.59,183.45,0.04244,19.17
2019-11-02,9311.99,183.26,0.042710000000000005,20.31
2019-11-03,9221.61,182.03,0.04224,20.39
2019-11-04,9421.54,186.26,0.04328,20.68
2019-11-05,9323.61,188.99,0.04435,20.31
2019-11-06,9347.27,191.25,0.04493,20.43
2019-11-07,9208.52,186.47,0.043660000000000004,20.33
2019-11-08,8772.31,183.6,0.04225,19.64
2019-11-09,8822.19,185.18,0.04308,20.29
2019-11-10,9045.85,189.33,0.04396,20.32
2019-11-11,8726.31,184.74,0.04347,20.31
2019-11-12,8815.14,187.06,0.04395,20.41
2019-11-13,8773.82,188.02,0.04319,20.58
2019-11-14,8640.42,184.73,0.04365,20.54
2019-11-15,8468.57,179.96,0.04412,20.27
2019-11-16,8498.94,182.64,0.04423,19.32
2019-11-17,8515.28,184.1,0.04529,19.69
2019-11-18,8190.16,178.14,0.0434,18.14
2019-11-19,8133.57,175.93,0.04243,17.96
2019-11-20,8093.6,174.66,0.0412,17.68
2019-11-21,7632.59,161.12,0.03852,16.92
2019-11-22,7292.2,150.0,0.037219999999999996,15.52
2019-11-23,7339.24,152.44,0.03963,16.9
2019-11-24,6930.09,140.47,0.03551,16.76
2019-11-25,7138.23,146.33,0.03607,15.22
2019-11-26,7170.11,147.7,0.03821,16.82
2019-11-27,7531.5,153.04,0.0391,15.44
2019-11-28,7442.33,151.23,0.03947,15.58
2019-11-29,7769.38,155.08,0.04136,15.58
2019-11-30,7571.77,152.04,0.04085,15.6
2019-12-01,7420.53,151.23,0.040530000000000004,15.73
2019-12-02,7320.94,149.2,0.03898,15.51
2019-12-03,7313.64,147.66,0.03807,15.49
2019-12-04,7207.78,145.67,0.03758,15.43
2019-12-05,7406.75,148.36,0.03815,15.64
2019-12-06,7558.58,149.06,0.03883,15.86
2019-12-07,7514.86,147.52,0.040010000000000004,15.89
2019-12-08,7539.7,150.94,0.03895,15.85
2019-12-09,7350.62,147.53,0.03859,15.94
2019-12-10,7233.84,145.76,0.03677,15.83
2019-12-11,7212.01,143.37,0.03713,15.3
2019-12-12,7199.39,144.85,0.03683,15.28
2019-12-13,7261.72,144.87,0.03744,15.32
2019-12-14,7080.29,142.03,0.03795,15.32
2019-12-15,7132.39,142.72,0.03735,15.31
2019-12-16,6897.33,132.91,0.03443,15.38
2019-12-17,6635.84,122.23,0.0318,12.4
2019-12-18,7294.53,133.13,0.03436,13.63
2019-12-19,7159.26,128.22,0.033389999999999996,13.34
2019-12-20,7203.41,128.44,0.034539999999999994,13.52
2019-12-21,7159.47,127.44,0.03338,15.58
2019-12-22,7517.58,132.31,0.03485,13.8
2019-12-23,7326.6,128.0,0.03437,13.31
2019-12-24,7260.91,127.86,0.03497,13.35
2019-12-25,7202.72,124.97,0.033960000000000004,12.89
2019-12-26,7207.23,125.62,0.034589999999999996,13.15
2019-12-27,7253.82,126.36,0.03294,13.3
2019-12-28,7316.23,128.18,0.03528,15.39
2019-12-29,7399.49,134.67,0.03539,15.35
2019-12-30,7234.44,131.45,0.034,13.83
2019-12-31,7183.88,129.02,0.03277,13.7
2020-01-01,7189.94,130.57,0.03381,13.68
2020-01-02,6965.72,127.05,0.03437,13.0
2020-01-03,7339.7,134.24,0.03461,13.65
2020-01-04,7357.5,134.2,0.03493,13.8
2020-01-05,7359.96,135.5,0.03465,14.04
2020-01-06,7762.69,144.15,0.03737,14.96
2020-01-07,8160.36,142.89,0.03717,15.04
2020-01-08,8045.15,140.47,0.036469999999999995,14.52
2020-01-09,7817.35,137.74,0.0364,14.35
2020-01-10,8190.31,144.8,0.03707,15.06
2020-01-11,8024.58,142.52,0.03721,14.93
2020-01-12,8181.49,146.37,0.03837,15.33
2020-01-13,8106.56,143.49,0.037239999999999995,15.18
2020-01-14,8820.95,165.66,0.04174,16.63
2020-01-15,8813.21,166.04,0.04282,17.62
2020-01-16,8719.63,164.1,0.04156,17.04
2020-01-17,8894.83,169.98,0.04503,18.04
2020-01-18,8909.28,173.91,0.044969999999999996,17.78
2020-01-19,8702.59,166.92,0.04227,17.39
2020-01-20,8634.03,166.64,0.04521,17.29
2020-01-21,8724.84,169.09,0.0463,18.08
2020-01-22,8667.26,167.97,0.04604,17.8
2020-01-23,8394.28,162.51,0.04339,17.03
2020-01-24,8431.78,162.4,0.0454,17.07
2020-01-25,8345.88,160.66,0.04388,16.51
2020-01-26,8602.37,167.66,0.04489,17.48
2020-01-27,8898.94,169.7,0.04774,17.65
2020-01-28,9391.97,175.82,0.05309,18.1
2020-01-29,9286.18,173.47,0.05319,17.87
2020-01-30,9501.38,184.42,0.05607,18.55
2020-01-31,9342.23,179.65,0.053829999999999996,18.25
2020-02-01,9384.45,183.65,0.05612,18.24
2020-02-02,9334.25,188.37,0.055779999999999996,18.44
2020-02-03,9288.96,189.68,0.05704,18.44
2020-02-04,9171.98,188.39,0.05607,18.13
2020-02-05,9611.42,203.86,0.05925,19.26
2020-02-06,9755.84,212.87,0.059989999999999995,20.63
2020-02-07,9808.36,223.24,0.05981,22.04
2020-02-08,9898.25,223.21,0.06017,21.79
2020-02-09,10157.78,228.65,0.06214,24.35
2020-02-10,9858.03,223.19,0.06034,25.13
2020-02-11,10269.43,237.74,0.06383,25.81
2020-02-12,10347.93,265.94,0.06833,26.48
2020-02-13,10233.32,268.52,0.06894,25.46
2020-02-14,10360.37,285.64,0.07082999999999999,26.42
2020-02-15,9905.43,264.67,0.06423,24.25
2020-02-16,9925.51,259.95,0.06216,23.36
2020-02-17,9702.48,267.5,0.060239999999999995,23.48
2020-02-18,10182.6,283.08,0.0629,24.1
2020-02-19,9602.43,258.79,0.0575,22.37
2020-02-20,9608.8,257.71,0.05827,22.19
2020-02-21,9697.86,265.62,0.05915,22.21
2020-02-22,9671.46,262.1,0.058870000000000006,22.01
2020-02-23,9977.39,275.58,0.06192,22.94
2020-02-24,9664.21,265.86,0.05925,22.08
2020-02-25,9316.18,246.79,0.056589999999999994,20.33
2020-02-26,8793.5,223.97,0.049280000000000004,18.75
2020-02-27,8821.5,227.59,0.04955,19.17
2020-02-28,8719.29,227.75,0.04902,19.08
2020-02-29,8545.45,217.91,0.04765,19.29
2020-03-01,8549.38,218.27,0.04595,18.97
2020-03-02,8919.74,232.09,0.0493,19.94
2020-03-03,8765.68,223.96,0.0487,19.68
2020-03-04,8773.78,224.87,0.04887,20.0
2020-03-05,9074.82,228.78,0.05107,20.8
2020-03-06,9160.39,245.68,0.0517,21.43
2020-03-07,8903.72,237.64,0.04895,20.3
2020-03-08,8057.67,199.75,0.04274,16.94
2020-03-09,7944.4,203.06,0.04154,16.64
2020-03-10,7894.66,200.6,0.04136,16.86
2020-03-11,7945.36,194.82,0.03975,16.59
2020-03-12,4916.78,110.23,0.023190000000000002,9.416
2020-03-13,5632.58,135.18,0.02845,11.05
2020-03-14,5181.77,122.7,0.0257,10.16
2020-03-15,5357.02,123.64,0.02695,10.37
2020-03-16,5045.0,111.34,0.02419,9.459
2020-03-17,5337.66,116.2,0.02598,10.28
2020-03-18,5413.06,118.6,0.026160000000000003,10.43
2020-03-19,6184.88,136.81,0.03047,12.3
2020-03-20,6206.44,133.31,0.02937,11.91
2020-03-21,6195.43,132.83,0.02943,12.11
2020-03-22,5828.15,122.51,0.027160000000000004,11.18
2020-03-23,6503.53,136.64,0.02914,12.25
2020-03-24,6767.18,139.0,0.030289999999999997,12.46
2020-03-25,6694.21,136.23,0.02949,12.34
2020-03-26,6757.95,138.81,0.03095,13.25
2020-03-27,6382.8,131.68,0.02888,12.39
2020-03-28,6252.49,131.24,0.02992,12.21
2020-03-29,5882.2,124.53,0.02822,11.31
2020-03-30,6403.31,132.29,0.02972,12.17
2020-03-31,6423.61,133.1,0.03057,12.55
2020-04-01,6663.63,136.07,0.030930000000000003,12.79
2020-04-02,6804.42,141.46,0.031939999999999996,13.03
2020-04-03,6743.68,141.48,0.032260000000000004,13.39
2020-04-04,6875.95,144.53,0.0325,13.76
2020-04-05,6781.64,142.82,0.032,13.69
2020-04-06,7347.22,171.78,0.03605,15.22
2020-04-07,7201.57,164.7,0.03518,14.72
2020-04-08,7367.37,173.21,0.03652,15.12
2020-04-09,7294.55,169.89,0.03619,15.03
2020-04-10,6876.49,158.16,0.03316,13.74
2020-04-11,6887.6,158.55,0.033530000000000004,13.85
2020-04-12,6913.76,158.81,0.03354,14.3
2020-04-13,6859.43,156.81,0.0332,15.06
2020-04-14,6879.44,158.64,0.03313,15.63
2020-04-15,6629.54,152.94,0.03185,14.58
2020-04-16,7114.55,172.6,0.03441,15.74
2020-04-17,7037.12,170.79,0.034480000000000004,15.67
2020-04-18,7264.29,187.85,0.0366,16.65
2020-04-19,7132.88,180.32,0.03561,16.08
2020-04-20,6842.45,170.65,0.034010000000000006,14.98
2020-04-21,6855.11,171.03,0.03464,15.12
2020-04-22,7135.41,183.02,0.036660000000000005,15.76
2020-04-23,7489.25,185.73,0.04085,16.06
2020-04-24,7509.44,187.66,0.04169,15.95
2020-04-25,7546.92,194.41,0.04214,16.24
2020-04-26,7701.35,197.62,0.04593,16.41
2020-04-27,7787.41,196.71,0.04658,16.41
2020-04-28,7760.32,196.88,0.047,16.35
2020-04-29,8784.96,215.58,0.05155,17.4
2020-04-30,8637.56,206.44,0.0475,17.0
2020-05-01,8829.12,212.16,0.05101,17.44
2020-05-02,8981.11,214.11,0.05097,17.55
2020-05-03,8907.19,210.12,0.04899,17.12
2020-05-04,8881.65,206.76,0.049569999999999996,17.03
2020-05-05,9029.75,205.43,0.049530000000000005,16.91
2020-05-06,9153.2,199.08,0.049069999999999996,16.38
2020-05-07,9999.93,212.3,0.05131,17.03
2020-05-08,9808.18,211.46,0.0521,17.16
2020-05-09,9541.13,210.19,0.05151,16.81
2020-05-10,8735.05,187.72,0.04767,15.34
2020-05-11,8568.88,185.77,0.04796,15.09
2020-05-12,8821.18,190.1,0.05049,15.78
2020-05-13,9317.44,199.86,0.05168,16.21
2020-05-14,9793.19,203.31,0.05111,16.37
2020-05-15,9311.69,194.71,0.05025,15.7
2020-05-16,9387.08,200.6,0.05097,16.04
2020-05-17,9670.56,206.76,0.05136,16.29
2020-05-18,9722.73,214.68,0.054220000000000004,16.63
2020-05-19,9780.2,214.68,0.05682,17.21
2020-05-20,9509.45,209.87,0.056920000000000005,16.88
2020-05-21,9059.11,198.56,0.05221,16.1
2020-05-22,9170.74,207.35,0.055779999999999996,16.58
2020-05-23,9186.19,206.78,0.054979999999999994,16.49
2020-05-24,8718.49,199.91,0.05169,15.95
2020-05-25,8901.48,204.2,0.0539,16.38
2020-05-26,8844.5,201.04,0.05347999999999999,16.21
2020-05-27,9204.62,208.3,0.05508,16.46
2020-05-28,9579.71,220.33,0.0648,17.1
2020-05-29,9424.62,220.63,0.06462000000000001,16.99
2020-05-30,9699.78,243.66,0.07708999999999999,17.75
2020-05-31,9450.47,231.54,0.0742,17.09
2020-06-01,10211.23,248.44,0.08108,17.93
2020-06-02,9523.75,237.81,0.07869,17.28
2020-06-03,9666.06,244.65,0.08539,17.58
2020-06-04,9794.55,243.35,0.08882000000000001,17.5
2020-06-05,9622.02,240.08,0.08526,17.65
2020-06-06,9671.46,242.08,0.08621000000000001,17.53
2020-06-07,9750.7,244.75,0.08655,17.45
2020-06-08,9782.58,246.47,0.0865,17.42
2020-06-09,9779.7,244.0,0.08301,17.39
2020-06-10,9891.84,248.01,0.0836,17.44
2020-06-11,9268.13,230.21,0.07514,16.22
2020-06-12,9464.23,237.54,0.07947,16.61
2020-06-13,9474.65,238.21,0.07912000000000001,16.84
2020-06-14,9333.7,231.61,0.07645,16.54
2020-06-15,9429.65,230.98,0.07821,16.36
2020-06-16,9526.7,235.35,0.07911,16.4
2020-06-17,9459.13,233.74,0.08327999999999999,16.36
2020-06-18,9380.67,231.14,0.08206000000000001,16.13
2020-06-19,9301.83,228.83,0.07972,15.96
2020-06-20,9359.18,228.93,0.0795,16.07
2020-06-21,9292.81,227.95,0.07846,15.93
2020-06-22,9691.61,243.3,0.0839,16.49
2020-06-23,9624.3,243.11,0.0828,16.39
2020-06-24,9292.94,234.56,0.08242000000000001,15.99
2020-06-25,9241.32,232.35,0.08175,15.9
2020-06-26,9158.07,229.5,0.08059,15.76
2020-06-27,9007.14,220.77,0.07732,15.12
2020-06-28,9120.39,224.82,0.08018,15.39
2020-06-29,9187.07,227.84,0.08384,15.48
2020-06-30,9136.47,225.49,0.08369,15.4
2020-07-01,9238.89,231.06,0.09764,15.83
2020-07-02,9092.8,226.59,0.0933,15.37
2020-07-03,9066.46,225.12,0.09669,15.29
2020-07-04,9142.2,229.19,0.1001,15.57
2020-07-05,9081.44,228.03,0.09834,15.5
2020-07-06,9347.05,241.81,0.1051,16.31
2020-07-07,9257.32,239.39,0.1178,16.79
2020-07-08,9439.2,247.02,0.1302,17.26
2020-07-09,9238.95,242.15,0.1241,16.83
2020-07-10,9288.57,241.22,0.1185,17.3
2020-07-11,9237.13,239.24,0.1254,17.62
2020-07-12,9300.95,242.66,0.127,18.31
2020-07-13,9237.89,239.54,0.1245,18.4
2020-07-14,9256.07,240.47,0.1324,18.1
2020-07-15,9193.22,238.47,0.1305,17.6
2020-07-16,9133.23,233.61,0.126,17.15
2020-07-17,9156.79,232.77,0.1225,17.08
2020-07-18,9177.22,235.85,0.1229,17.16
2020-07-19,9216.02,239.16,0.1241,18.01
2020-07-20,9164.42,236.17,0.1179,17.48
2020-07-21,9392.83,245.87,0.1232,17.73
2020-07-22,9537.24,264.18,0.1243,18.12
2020-07-23,9615.21,275.65,0.1243,18.78
2020-07-24,9550.23,279.6,0.1222,19.2
2020-07-25,9708.41,305.67,0.1439,19.82
2020-07-26,9942.01,311.47,0.1485,19.58
2020-07-27,11042.94,322.23,0.1389,19.78
2020-07-28,10933.26,317.5,0.1492,20.19
2020-07-29,11112.04,318.14,0.14,19.9
2020-07-30,11113.66,335.3,0.1414,20.0
2020-07-31,11352.72,346.94,0.1396,20.68
2020-08-01,11812.42,387.45,0.1447,21.63
2020-08-02,11063.5,371.93,0.1343,20.95
2020-08-03,11234.73,386.25,0.1393,22.08
2020-08-04,11194.18,389.79,0.1435,22.31
2020-08-05,11752.05,400.98,0.1427,23.29
2020-08-06,11771.27,395.04,0.1445,22.75
2020-08-07,11603.82,379.57,0.1393,22.34
2020-08-08,11770.77,397.56,0.1469,22.93
2020-08-09,11686.34,390.28,0.1454,22.45
2020-08-10,11897.41,395.71,0.1442,22.64
2020-08-11,11389.01,378.94,0.13699999999999998,21.24
2020-08-12,11570.19,387.19,0.1368,21.52
2020-08-13,11790.68,424.97,0.1394,21.8
2020-08-14,11774.52,438.51,0.1386,23.13
2020-08-15,11860.91,432.57,0.1386,23.03
2020-08-16,11917.97,433.85,0.139,23.53
2020-08-17,12301.19,431.26,0.1409,23.54
2020-08-18,11956.69,422.19,0.1372,23.0
2020-08-19,11760.37,407.85,0.1297,22.38
2020-08-20,11863.43,416.04,0.1342,23.1
2020-08-21,11527.35,387.98,0.1229,22.06
2020-08-22,11670.42,395.46,0.1253,22.22
2020-08-23,11651.52,390.72,0.1215,21.85
2020-08-24,11756.4,408.03,0.1237,22.61
2020-08-25,11330.56,383.34,0.1126,21.41
2020-08-26,11466.89,386.02,0.1144,22.22
2020-08-27,11331.02,382.99,0.1073,23.13
2020-08-28,11535.21,395.54,0.1096,23.09
2020-08-29,11480.48,398.95,0.1166,22.97
2020-08-30,11716.54,429.18,0.1176,23.64
2020-08-31,11657.81,434.14,0.1226,23.15
2020-09-01,11926.69,475.99,0.1247,24.74
2020-09-02,11397.9,439.83,0.1153,24.71
2020-09-03,10174.62,382.46,0.09523,20.37
2020-09-04,10467.33,385.91,0.102,21.03
2020-09-05,10167.97,335.24,0.08985,19.49
2020-09-06,10260.37,352.69,0.09271,23.18
2020-09-07,10379.08,353.7,0.09351,22.46
2020-09-08,10128.54,337.45,0.09104,23.26
2020-09-09,10228.85,351.15,0.09337999999999999,24.52
2020-09-10,10345.68,368.09,0.09714,24.51
2020-09-11,10398.5,373.99,0.09699999999999999,25.42
2020-09-12,10448.0,388.04,0.09779,28.53
2020-09-13,10332.36,366.28,0.09502999999999999,31.18
2020-09-14,10678.31,377.26,0.09677000000000001,31.16
2020-09-15,10786.7,364.16,0.09333999999999999,27.11
2020-09-16,10957.1,365.09,0.09145,27.85
2020-09-17,10945.14,389.54,0.09418,27.1
2020-09-18,10937.89,384.47,0.09105,27.67
2020-09-19,11083.61,385.27,0.09145,27.2
2020-09-20,10921.85,371.02,0.08939,26.37
2020-09-21,10418.14,340.19,0.07987999999999999,23.02
2020-09-22,10534.73,344.25,0.0816,24.05
2020-09-23,10238.09,320.19,0.07665,22.82
2020-09-24,10742.98,349.18,0.08271,24.57
2020-09-25,10694.12,352.02,0.09702000000000001,24.68
2020-09-26,10734.23,354.23,0.09552999999999999,26.2
2020-09-27,10781.47,357.73,0.1013,26.25
2020-09-28,10699.0,354.01,0.1005,26.98
2020-09-29,10841.29,359.92,0.1012,28.83
2020-09-30,10779.42,359.82,0.1011,29.34
2020-10-01,10622.79,353.21,0.098,27.46
2020-10-02,10576.64,345.83,0.09287000000000001,27.33
2020-10-03,10552.04,346.32,0.09331,28.24
2020-10-04,10675.52,352.61,0.09692,29.03
