datetime,low,high,open,close,volumefrom,volumeto
2017-07-18,0.02023,0.2,0.076,0.04399,11359.53,734.34
2017-07-19,0.03006,0.044,0.04399,0.04396,5367.72,204.46
2017-07-20,0.02504,0.044,0.04396,0.044,2511.83,82.74
2017-07-21,0.0255,0.044,0.044,0.0255,0.75,0.02596
2017-07-22,0.04389,0.044,0.04389,0.044,835.65,36.75
2017-07-23,0.0255,0.044,0.0255,0.04399,113.94,4.996
2017-07-24,0.035,0.044,0.04399,0.0355,322.22,14.11
2017-07-25,0.0355,0.0381,0.0355,0.0355,149.92,5.378
2017-07-26,0.03007,0.0394,0.0355,0.039,1403.18,52.16
2017-07-27,0.039,0.0394,0.039,0.0394,437.39,17.23
2017-07-28,0.03122,0.04587,0.0394,0.03123,22.26,0.9757
2017-07-29,0.02504,0.04587,0.03123,0.04584,1693.49,52.07
2017-07-30,0.02505,0.04584,0.04584,0.04548,573.84,14.55
2017-07-31,0.02504,0.04548,0.04548,0.0315,2460.98,61.74
2017-08-01,0.02505,0.044,0.0315,0.04399,75.88,2.667
2017-08-02,0.02505,0.04399,0.04399,0.02512,270.58,7.558
2017-08-03,0.02024,0.03999,0.02512,0.02025,1122.73,32.47
2017-08-04,0.02025,0.0357,0.02025,0.0203,1055.49,27.99
2017-08-05,0.0203,0.03,0.0203,0.02999,916.65,19.44
2017-08-06,0.02161,0.02999,0.02999,0.029,121.9,3.251
2017-08-07,0.02422,0.02999,0.029,0.02425,250.79,6.448
2017-08-08,0.02425,0.05832,0.02425,0.05831,4663.18,229.1
2017-08-09,0.03001,0.05875,0.05831,0.05807,2506.85,127.08
2017-08-10,0.05071,0.06599,0.05807,0.0536,7225.62,436.74
2017-08-11,0.0251,0.06382,0.0536,0.0251,2979.57,116.01
2017-08-12,0.0251,0.04898,0.0251,0.048,4080.29,139.01
2017-08-13,0.03001,0.048,0.048,0.0475,86.65,4.117
2017-08-14,0.0475,0.0475,0.0475,0.0475,1.57,0.07458
2017-08-15,0.03109,0.04913,0.0475,0.04913,1567.59,75.73
2017-08-16,0.02701,0.04913,0.04913,0.049,4456.95,177.17
2017-08-17,0.04,0.2747,0.049,0.2047,183736.95,20409.95
2017-08-18,0.16,0.5251,0.2047,0.3041,45643.4,9801.85
2017-08-19,0.16,0.45,0.3041,0.32,14259.29,3369.44
2017-08-20,0.19,0.3498,0.2,0.212,3728.87,831.19
2017-08-21,0.16,0.24,0.212,0.1601,8882.48,1487.53
2017-08-22,0.16,0.2237,0.1601,0.18,4549.34,763.15
2017-08-23,0.15,0.2198,0.18,0.17,8619.91,1373.16
2017-08-24,0.16,0.21,0.17,0.205,2828.37,577.2
2017-08-25,0.15,0.205,0.205,0.204,5050.91,761.49
2017-08-26,0.14,0.204,0.204,0.195,3986.86,590.27
2017-08-27,0.14,0.195,0.195,0.14,2059.42,381.9
2017-08-28,0.14,0.191,0.14,0.19,979.84,143.33
2017-08-29,0.15,0.19,0.19,0.15,434.96,76.94
2017-08-30,0.15,0.19,0.15,0.19,225.51,39.23
2017-08-31,0.14,0.19,0.19,0.14,1560.35,243.95
2017-09-01,0.14,0.177,0.14,0.177,1123.63,158.22
2017-09-02,0.14,0.177,0.177,0.14,2100.03,294.07
2017-09-03,0.14,0.1769,0.14,0.14,20.94,2.932
2017-09-04,0.14,0.14,0.14,0.14,1707.52,239.05
2017-09-05,0.14,0.155,0.155,0.14,145.0,21.4
2017-09-06,0.14,0.14,0.14,0.14,30.0,4.2
2017-09-07,0.14,0.145,0.14,0.141,1567.36,219.6
2017-09-08,0.143,0.143,0.143,0.143,318.66,45.57
2017-09-09,0.14,0.1532,0.143,0.14,6718.2,951.56
2017-09-10,0.105,0.1138,0.1138,0.105,51.91,5.707
2017-09-11,0.105,0.135,0.135,0.135,190.21,25.24
2017-09-12,0.123,0.1769,0.135,0.123,1027.32,163.03
2017-09-13,0.123,0.1769,0.123,0.1262,126.98,22.44
2017-09-14,0.1217,0.1769,0.1262,0.1217,203.83,25.44
2017-09-15,0.096,0.1749,0.1217,0.1749,1145.61,124.08
2017-09-16,0.01781,36392070.0,0.02344,0.02647,24548003.13,649711.02
2017-09-17,0.01809,2.7115940584189005e+18,0.02647,0.02481,19574659.58,485576.84
2017-09-18,0.0238,10711080.0,0.02481,0.0241,12289404.16,296173.78
2017-09-19,0.00222,0.1,0.1,0.0226,150934.42,3652.66
2017-09-20,0.01873,0.0239,0.0226,0.02369,315150.67,7223.92
2017-09-21,0.019,0.025,0.02369,0.02315,219296.12,4814.86
2017-09-22,0.01701,0.02319,0.02315,0.02305,4807.81,94.39
2017-09-23,0.017,0.02305,0.02305,0.02293,8748.22,173.32
2017-09-24,0.01601,0.02293,0.02293,0.01601,51902.86,834.98
2017-09-25,0.01601,0.02234,0.01601,0.01601,17173.88,321.27
2017-09-26,0.00881,0.02,0.01601,0.014,107439.83,1669.66
2017-09-27,0.01301,0.02085,0.014,0.01499,36695.84,575.73
2017-09-28,0.01402,0.01996,0.01499,0.01446,13969.41,200.41
2017-09-29,0.01446,0.0195,0.01446,0.017,7463.9,132.06
2017-09-30,0.0135,0.01837,0.017,0.01635,117798.0,1892.37
2017-10-01,0.01407,0.01947,0.01635,0.01817,25304.77,462.27
2017-10-02,0.01421,0.01817,0.01817,0.01448,81407.24,1244.83
2017-10-03,0.01442,0.01824,0.01448,0.01689,33469.14,564.84
2017-10-04,0.01445,0.01689,0.01689,0.01445,14118.73,219.51
2017-10-05,0.01352,0.0169,0.01445,0.01353,4770.07,74.48
2017-10-06,0.00258,0.01857,0.01353,0.00814,179608.79,2825.87
2017-10-07,0.00814,0.0155,0.00814,0.0155,17007.78,247.88
2017-10-08,0.01002,0.01589,0.0155,0.01263,3078.22,45.86
2017-10-09,0.01,0.01588,0.01263,0.01448,56827.22,576.94
2017-10-10,0.009,0.01448,0.01448,0.012,14516.41,146.14
2017-10-11,0.00901,0.013,0.012,0.01001,16729.54,212.86
2017-10-12,0.0094,0.01951,0.01001,0.01099,102813.26,1713.13
2017-10-13,0.00868,0.015,0.01099,0.015,321244.9,3900.29
2017-10-14,0.014,0.03,0.015,0.02449,716195.93,15893.05
2017-10-15,0.0133,0.02449,0.02449,0.0133,111978.01,1600.59
2017-10-16,0.01,0.01996,0.0133,0.0145,823843.02,11176.78
2017-10-17,0.00924,0.01622,0.0145,0.013,151882.98,1905.12
2017-10-18,0.00999,0.01294,0.01265,0.00999,14651.21,155.06
2017-10-19,0.00999,0.01598,0.00999,0.014,115438.34,1524.04
2017-10-20,0.01113,0.01556,0.014,0.0115,285268.78,3992.0
2017-10-21,0.0102,0.0135,0.0115,0.01269,88857.06,1005.72
2017-10-22,0.00855,0.01489,0.01269,0.00855,292784.2,3139.52
2017-10-23,0.0043,0.01119,0.00855,0.00999,35771.52,350.03
2017-10-24,0.00535,0.01214,0.00999,0.0111,67886.26,739.01
2017-10-25,0.00955,0.01229,0.0111,0.01198,16007.76,172.76
2017-10-26,0.00956,0.01198,0.01198,0.00999,29355.49,305.28
2017-10-27,0.0096,0.01186,0.00999,0.0097,47796.13,477.98
2017-10-28,0.0097,0.0115,0.0097,0.011,10683.92,110.57
2017-10-29,0.00981,0.01149,0.011,0.01095,28782.48,315.04
2017-10-30,0.01005,0.01095,0.01095,0.01054,94571.71,982.28
2017-10-31,0.00311,0.01054,0.01054,0.00948,275914.04,2002.58
2017-11-01,0.00652,0.01039,0.00948,0.00689,200445.83,1851.75
2017-11-02,0.00689,0.01047,0.00689,0.01047,29553.48,294.17
2017-11-03,0.01033,0.0225,0.00983,0.01061,10401296.68,110317.02
2017-11-04,0.00805,0.01223,0.0103,0.01039,104207.46,1114.64
2017-11-05,0.00967,0.01299,0.01039,0.01,19998.58,207.04
2017-11-06,0.01,0.01308,0.01,0.01014,9490.95,122.42
2017-11-07,0.01009,0.0133,0.01014,0.0133,41292.06,505.57
2017-11-08,0.01291,0.018,0.0133,0.0155,116351.12,1681.39
2017-11-09,0.01087,0.01699,0.0155,0.01373,268607.76,3891.35
2017-11-10,0.013,0.01699,0.01373,0.013,67387.74,992.32
2017-11-11,0.01225,0.01495,0.013,0.014,47965.12,644.31
2017-11-12,0.01086,0.01488,0.014,0.0129,110710.23,1323.13
2017-11-13,0.01086,0.01331,0.0129,0.01259,25604.31,287.11
2017-11-14,0.011,0.01268,0.01259,0.0123,29200.15,332.12
2017-11-15,0.0112,0.0123,0.0123,0.012,79366.34,940.24
2017-11-16,0.01123,0.01269,0.012,0.012,72741.39,862.53
2017-11-17,0.0112,0.012,0.012,0.01123,66956.58,754.8
2017-11-18,0.01123,0.0125,0.01123,0.0121,130598.33,1578.84
2017-11-19,0.01166,0.01446,0.0121,0.0126,61220.11,851.63
2017-11-20,0.01197,0.014,0.0126,0.01229,11684.91,151.49
2017-11-21,0.01229,0.0145,0.01229,0.01289,21895.04,302.49
2017-11-22,0.0123,0.0145,0.01289,0.0144,50968.26,676.62
2017-11-23,0.01243,0.01543,0.0144,0.01385,90582.81,1254.65
2017-11-24,0.0137,0.02028,0.01385,0.01511,138759.02,2239.96
2017-11-25,0.0151,0.0198,0.01511,0.0155,36103.43,597.06
2017-11-26,0.013,0.01779,0.0155,0.01669,38900.05,586.35
2017-11-27,0.014,0.01769,0.01669,0.01756,81350.01,1349.91
2017-11-28,0.015,0.02072,0.01756,0.01999,106105.28,2014.93
2017-11-29,0.017,0.0206,0.01999,0.01757,151130.28,2777.15
2017-11-30,0.01265,0.02349,0.01757,0.0147,230778.11,3408.79
2017-12-01,0.01272,0.0165,0.0147,0.01597,68877.52,1060.46
2017-12-02,0.01361,0.0188,0.01597,0.018,84356.39,1304.91
2017-12-03,0.01568,0.01835,0.018,0.01798,11174.61,179.48
2017-12-04,0.01575,0.01799,0.01798,0.01776,41090.89,693.0
2017-12-05,0.01586,0.022,0.01776,0.02104,60738.83,1148.8
2017-12-06,0.01982,0.095,0.02104,0.067,624433.67,28088.0
2017-12-07,0.03554,0.089,0.067,0.0699,614777.01,41978.68
2017-12-08,0.035,0.071,0.0699,0.055,402292.89,21637.09
2017-12-09,0.03534,0.0696,0.055,0.06899,271645.11,14199.23
2017-12-10,0.05106,0.1201,0.06899,0.07381,472424.45,37884.18
2017-12-11,0.06579,0.09849,0.07381,0.08397,352913.98,28931.94
2017-12-12,0.07301,0.09159,0.08397,0.08201,267315.18,22665.62
2017-12-13,0.07571,0.2045,0.08201,0.1241,564375.77,68221.18
2017-12-14,0.105,0.16,0.1241,0.1355,452566.89,61157.65
2017-12-15,0.1073,0.16,0.1355,0.118,606411.16,75671.22
2017-12-16,0.1,0.1299,0.118,0.1177,366700.43,41360.5
2017-12-17,0.1,0.1177,0.1101,0.11,467329.29,49225.58
2017-12-18,0.1,0.1177,0.11,0.1146,333154.82,34805.5
2017-12-19,0.102,0.1199,0.1146,0.1068,350946.29,37510.87
2017-12-20,0.1,0.125,0.1068,0.1168,1008564.03,104683.78
2017-12-21,0.1,0.1236,0.116,0.1035,281631.66,31419.27
2017-12-22,0.07002,0.1106,0.1035,0.09233,2803690.75,256239.1
2017-12-23,0.07592,0.1043,0.09233,0.09546,381612.77,34675.12
2017-12-24,0.07464,0.09546,0.09546,0.08121,183695.61,15777.73
2017-12-25,0.0765,0.108,0.08121,0.08448,136425.26,12145.2
2017-12-26,0.08,0.092,0.08448,0.091,64435.6,5593.96
2017-12-27,0.08,0.1105,0.091,0.08156,202866.4,18763.11
2017-12-28,0.0745,0.09098,0.08156,0.08994,66954.36,5575.99
2017-12-29,0.07983,0.11,0.08994,0.08875,207338.89,19488.91
2017-12-30,0.08002,0.108,0.08875,0.1004,155860.95,14606.4
2017-12-31,0.08901,0.1144,0.1004,0.1003,135212.2,13844.96
2018-01-01,0.0941,0.11,0.1003,0.09899,104229.04,10060.74
2018-01-02,0.0941,0.1172,0.09899,0.1047,170491.36,17885.9
2018-01-03,0.09438,0.18,0.1047,0.1537,508207.44,72268.55
2018-01-04,0.135,0.2049,0.1537,0.2,317217.32,54423.96
2018-01-05,0.1572,0.299,0.2,0.1684,290734.24,62481.38
2018-01-06,0.1572,0.1985,0.1684,0.1824,173336.99,31770.69
2018-01-07,0.1824,0.2945,0.1824,0.2488,236383.94,51105.34
2018-01-08,0.17,0.269,0.2488,0.2568,191216.35,42605.48
2018-01-09,0.2265,0.295,0.2568,0.2572,241860.09,65596.46
2018-01-10,0.1921,0.5,0.2572,0.2044,553255.23,149095.58
2018-01-11,0.155,0.2197,0.2044,0.1783,149327.49,28181.62
2018-01-12,0.1813,0.2018,0.1715,0.1844,9563778.74,1763202.98
2018-01-13,0.1641,0.22,0.1884,0.1755,135188.84,24371.36
2018-01-14,0.1402,0.1758,0.1755,0.154,55177.92,8584.64
2018-01-15,0.12,0.16,0.154,0.1354,76466.28,10900.42
2018-01-16,0.08,0.1354,0.1354,0.1104,149029.76,15795.66
2018-01-17,0.08508,0.189,0.1104,0.1274,253733.45,31479.07
2018-01-18,0.1176,0.153,0.1274,0.138,184622.81,23947.5
2018-01-19,0.12,0.148,0.138,0.138,42968.75,5669.01
2018-01-20,0.124,0.168,0.138,0.1498,48374.11,7001.55
2018-01-21,0.1161,0.1503,0.1498,0.1259,35059.47,4542.71
2018-01-22,0.11,0.1431,0.1261,0.1263,55093.75,7044.7
2018-01-23,0.1151,0.168,0.1263,0.145,98687.93,14177.36
2018-01-24,0.12,0.2413,0.1449,0.1378,94544.56,14439.76
