datetime,low,high,open,close,volumefrom,volumeto
2019-11-27,0.02862,0.03111,0.02868,0.02922,9902983.3,289387.16
2019-11-28,0.02783,0.02932,0.02922,0.02836,11967666.76,339346.51
2019-11-29,0.02828,0.03007,0.02836,0.02875,7009351.77,201495.77
2019-11-30,0.02733,0.02832,0.02875,0.02809,4094153.95,115009.97
2019-12-01,0.02642,0.02835,0.02809,0.02708,11729390.04,317689.76
2019-12-02,0.02643,0.02833,0.02708,0.02672,12781773.4,341547.28
2019-12-03,0.02761,0.02767,0.02792,0.02767,810.2,22.42
2019-12-04,0.02494,0.02761,0.02713,0.02602,29109643.0,757435.41
2019-12-05,0.02466,0.02681,0.02602,0.02526,29787019.85,752331.28
2019-12-06,0.02532,0.02683,0.02526,0.02623,13584652.07,356301.96
2019-12-07,0.02487,0.0277,0.02509,0.0277,452.9,12.54
2019-12-08,0.02646,0.02827,0.02668,0.02744,14598628.2,400652.17
2019-12-09,0.02609,0.0269,0.02744,0.02624,10402934.11,272990.82
2019-12-10,0.02235,0.02604,0.02624,0.02322,26612469.44,617958.21
2019-12-11,0.02315,0.02481,0.02322,0.02409,10569784.07,254606.16
2019-12-12,0.02248,0.02392,0.02351,0.02296,1374.8,31.57
2019-12-13,0.02266,0.02367,0.02275,0.02338,13293717.66,310843.52
2019-12-14,0.02204,0.02235,0.02262,0.02204,487.4,10.74
2019-12-15,0.003711,0.02374,0.02204,0.02237,8156.1,182.43
2019-12-16,0.01547,0.02187,0.02237,0.02112,919.9,19.43
2019-12-17,0.01851,0.02057,0.02138,0.01911,15326250.59,292903.33
2019-12-18,0.01991,0.02123,0.01911,0.02021,10918807.16,220623.76
2019-12-19,0.01869,0.02005,0.02021,0.01976,7052954.37,139363.26
2019-12-20,0.01967,0.02082,0.01976,0.02039,5795892.81,118153.04
2019-12-21,0.01969,0.02048,0.02039,0.01969,4050055.1,79739.68
2019-12-22,0.01872,0.02075,0.01969,0.01887,8302808.74,156666.74
2019-12-23,0.01729,0.01868,0.01887,0.0178,10367926.62,184586.81
2019-12-24,0.01743,0.01815,0.0178,0.01779,4883435.4,86872.55
